자회사ID,모회사ID,설립유형,대표이사유형,기업인증현황,분야별현황,업종별현황,운영현황,설립연월,업력,매출액,당기순이익
S0024,H070,지분편입(지분매수),학생창업,기타,IT,정보통신업,정상운영,2019-12,5,0,-24
S0025,H054,단독설립,교수창업,해당없음,해당없음,정보통신업,정상운영,2021-07,3,296,-26
S0026,H029,지분편입(지분매수),교수창업,해당없음,ET,정보통신업,정상운영,2023-10,1,0,-105
S0027,H058,단독설립,학생창업,해당없음,IT,정보통신업,정상운영,2017-07,7,0,-80
S0028,H076,단독설립,교수창업,벤처기업,해당없음,제조업,정상운영,2021-09,3,0,-2
S0029,H036,단독설립,전문경영인(창업자),해당없음,BT,교육서비스업,투자회수(전액),2023-02,1,0,0
S0030,H001,지분편입(지분매수),기타,해당없음,BT,정보통신업,정상운영,2018-06,6,0,-14
S0031,H021,합작설립,전문경영인(창업자),연구소기업,IT,정보통신업,정상운영,2016-08,8,333,127
S0032,H055,단독설립,교수창업,벤처기업,BT,정보통신업,정상운영,2016-11,8,0,-133
S0033,H044,단독설립,교수창업,해당없음,IT,정보통신업,정상운영,2018-12,6,2286,-57
S0034,H036,단독설립,전문경영인(창업자),벤처기업,ET,도매및소매업,정상운영,2022-10,2,0,-47
S0035,H020,합작설립,기타,해당없음,해당없음,제조업,정상운영,2021-01,3,0,-91
S0036,H028,합작설립,교수창업,연구소기업,해당없음,제조업,폐업(청산),2019-04,5,0,0
S0037,H044,지분편입(지분매수),전문경영인(창업자),벤처기업,BT,전문과학및기술서비스업,정상운영,2009-10,15,608,136
S0038,H014,합작설립,교수창업,해당없음,BT,정보통신업,정상운영,2017-03,7,858,-104
S0039,H012,지분편입(지분매수),학생창업,연구소기업,IT,정보통신업,정상운영,2023-04,1,0,-118
S0040,H049,지분편입(지분매수),무응답,해당없음,BT,제조업,정상운영,2020-06,4,1385,-110
S0041,H013,단독설립,교수창업,해당없음,IT,전문과학및기술서비스업,정상운영,2023-06,1,1447,51
S0042,H046,단독설립,학생창업,벤처기업,IT,정보통신업,정상운영,2022-06,2,1858,-122
S0043,H045,지분편입(지분매수),교수창업,해당없음,BT,제조업,정상운영,2020-09,4,0,-78
S0044,H078,단독설립,기타,벤처기업,ET,제조업,정상운영,2008-01,16,0,-3
S0045,H034,지분편입(지분매수),학생창업,해당없음,해당없음,정보통신업,정상운영,2019-10,5,353,-53
S0046,H006,지분편입(지분매수),기타,해당없음,BT,제조업,정상운영,2019-10,5,0,-146
S0047,H059,단독설립,학생창업,벤처기업,BT,정보통신업,정상운영,2019-07,5,0,-5
S0048,H069,단독설립,교수창업,연구소기업,BT,정보통신업,정상운영,2017-02,7,1777,-108
S0049,H016,단독설립,전문경영인(파트너기업겸직파견등),해당없음,BT,제조업,정상운영,2019-11,5,1926,-138
S0050,H049,지분편입(지분매수),교수창업,벤처기업,NT,제조업,정상운영,2022-04,2,2181,73
S0051,H011,단독설립,기타,해당없음,ET,전문과학및기술서비스업,정상운영,2009-03,15,0,-68
S0052,H071,단독설립,무응답,연구소기업,IT,전문과학및기술서비스업,정상운영,2018-08,6,0,-67
S0053,H038,지분편입(지분매수),전문경영인(창업자),해당없음,IT,정보통신업,정상운영,2018-04,6,1317,-57
S0054,H081,지분편입(지분매수),학생창업,해당없음,IT,전문과학및기술서비스업,정상운영,2018-01,6,1911,-85
S0055,H080,단독설립,교수창업,연구소기업,해당없음,전문과학및기술서비스업,투자회수(전액),2021-04,3,0,0
S0056,H047,단독설립,교수창업,연구소기업,IT,전문과학및기술서비스업,정상운영,2018-05,6,0,-13
S0057,H074,단독설립,전문경영인(파트너기업겸직파견등),연구소기업,IT,제조업,정상운영,2020-07,4,1234,2
S0058,H025,단독설립,전문경영인(파트너기업겸직파견등),해당없음,해당없음,전문과학및기술서비스업,정상운영,2020-02,4,0,-92
S0059,H009,단독설립,교수창업,해당없음,IT,제조업,정상운영,2022-06,2,2068,-33
S0060,H006,지분편입(지분매수),학생창업,해당없음,IT,정보통신업,정상운영,2021-07,3,1054,-62
S0061,H030,지분편입(유상증자),교수창업,연구소기업,BT,정보통신업,정상운영,2019-11,5,1408,103
S0062,H038,단독설립,전문경영인(파트너기업겸직파견등),벤처기업,IT,전문과학및기술서비스업,정상운영,2018-03,6,0,-72
S0063,H011,단독설립,기타,연구소기업,CT,제조업,정상운영,2023-07,1,1126,72
S0064,H030,합작설립,전문경영인(창업자),해당없음,IT,제조업,정상운영,2017-03,7,981,-27
S0065,H013,단독설립,전문경영인(창업자),벤처기업,BT,전문과학및기술서비스업,정상운영,2021-05,3,0,-41
S0066,H049,단독설립,기타,벤처기업,NT,정보통신업,정상운영,2023-05,1,0,-11
S0067,H036,합작설립,전문경영인(창업자),벤처기업,BT,교육서비스업,정상운영,2019-07,5,0,-88
S0068,H059,지분편입(지분매수),교수창업,연구소기업,NT,정보통신업,정상운영,2017-11,7,584,-31
S0069,H082,단독설립,전문경영인(창업자),해당없음,BT,전문과학및기술서비스업,정상운영,2023-08,1,0,-33
S0070,H047,지분편입(유상증자),전문경영인(창업자),연구소기업,BT,정보통신업,정상운영,2017-01,7,1818,-7
S0071,H021,단독설립,전문경영인(창업자),연구소기업,IT,정보통신업,폐업(청산),2020-05,4,0,0
S0072,H048,지분편입(지분매수),전문경영인(창업자),연구소기업,IT,제조업,투자회수(전액),2018-07,6,0,0
S0073,H046,지분편입(유상증자),전문경영인(창업자),해당없음,IT,제조업,정상운영,2019-03,5,1758,-120
S0074,H027,단독설립,전문경영인(창업자),벤처기업,IT,정보통신업,정상운영,2018-03,6,775,59
S0075,H035,합작설립,기타,연구소기업,BT,전문과학및기술서비스업,정상운영,2018-07,6,0,-147
S0076,H083,지분편입(지분매수),전문경영인(창업자),해당없음,BT,제조업,투자회수(전액),2019-11,5,0,0
S0077,H010,합작설립,전문경영인(창업자),해당없음,ET,정보통신업,정상운영,2016-09,8,323,-140
S0078,H078,단독설립,교수창업,연구소기업,IT,제조업,정상운영,2023-02,1,1723,-104
S0079,H082,단독설립,교수창업,연구소기업,ET,정보통신업,투자회수(전액),2018-08,6,0,0
S0080,H022,단독설립,교수창업,벤처기업,BT,제조업,정상운영,2021-02,3,1079,-122
S0081,H069,합작설립,교수창업,연구소기업,해당없음,전문과학및기술서비스업,정상운영,2016-06,8,0,-103
S0082,H032,지분편입(지분매수),전문경영인(창업자),해당없음,해당없음,도매및소매업,정상운영,2021-11,3,0,-10
S0083,H021,단독설립,학생창업,연구소기업,BT,정보통신업,정상운영,2017-12,7,2273,-50
S0084,H060,합작설립,학생창업,해당없음,IT,제조업,정상운영,2022-02,2,1485,-29
S0085,H049,지분편입(지분매수),교수창업,연구소기업,IT,전문과학및기술서비스업,정상운영,2010-11,14,842,15
S0086,H035,단독설립,교수창업,해당없음,BT,전문과학및기술서비스업,정상운영,2018-07,6,0,-49
S0087,H082,합작설립,교수창업,해당없음,BT,전문과학및기술서비스업,정상운영,2023-01,1,0,-111
S0088,H072,합작설립,전문경영인(파트너기업겸직파견등),벤처기업,BT,정보통신업,정상운영,2015-03,9,0,-138
S0089,H029,단독설립,교수창업,벤처기업,BT,전문과학및기술서비스업,정상운영,2022-06,2,0,-11
S0090,H042,단독설립,전문경영인(창업자),해당없음,IT,도매및소매업,정상운영,2022-03,2,1010,-65
S0091,H008,합작설립,전문경영인(창업자),연구소기업,IT,제조업,정상운영,2010-10,14,0,-79
S0092,H030,지분편입(지분매수),기타,해당없음,NT,제조업,정상운영,2020-09,4,0,-25
S0093,H005,단독설립,교수창업,연구소기업,BT,정보통신업,정상운영,2017-07,7,0,-107
S0094,H041,지분편입(지분매수),교수창업,연구소기업,BT,정보통신업,정상운영,2020-11,4,0,-143
S0095,H052,지분편입(지분매수),교수창업,연구소기업,BT,정보통신업,정상운영,2021-08,3,890,132
S0096,H035,단독설립,전문경영인(창업자),벤처기업,BT,전문과학및기술서비스업,정상운영,2010-01,14,0,-131
S0097,H009,단독설립,학생창업,해당없음,ET,정보통신업,정상운영,2020-08,4,1413,-123
S0098,H028,지분편입(지분매수),전문경영인(파트너기업겸직파견등),해당없음,해당없음,제조업,정상운영,2022-11,2,0,-67
S0099,H073,단독설립,교수창업,해당없음,BT,기타,정상운영,2019-11,5,699,116
S0100,H041,합작설립,전문경영인(창업자),벤처기업,BT,제조업,정상운영,2019-07,5,0,-57
S0101,H028,단독설립,교수창업,해당없음,BT,정보통신업,정상운영,2019-07,5,0,-101
S0102,H084,단독설립,전문경영인(파트너기업겸직파견등),연구소기업,IT,정보통신업,정상운영,2019-01,5,1708,118
S0103,H064,단독설립,교수창업,해당없음,해당없음,교육서비스업,정상운영,2017-05,7,1671,-128
S0104,H051,단독설립,기타,연구소기업,BT,제조업,정상운영,2017-07,7,1958,-36
S0105,H083,단독설립,교수창업,해당없음,해당없음,제조업,정상운영,2019-05,5,0,-112
S0106,H059,단독설립,교수창업,해당없음,IT,정보통신업,정상운영,2019-12,5,0,-22
S0107,H019,합작설립,전문경영인(창업자),해당없음,ET,제조업,폐업(청산),2012-11,12,0,0
S0108,H034,단독설립,기타,해당없음,IT,정보통신업,정상운영,2008-02,16,0,-143
S0109,H018,지분편입(지분매수),전문경영인(파트너기업겸직파견등),연구소기업,BT,제조업,정상운영,2020-10,4,796,-94
S0110,H032,단독설립,교수창업,해당없음,IT,정보통신업,정상운영,2019-08,5,545,42
S0111,H072,단독설립,전문경영인(창업자),해당없음,IT,정보통신업,정상운영,2023-09,1,1591,62
S0112,H069,지분편입(지분매수),교수창업,해당없음,BT,정보통신업,정상운영,2018-06,6,0,-8
S0113,H034,지분편입(유상증자),전문경영인(창업자),연구소기업,BT,제조업,정상운영,2022-08,2,448,1
S0114,H075,단독설립,교수창업,벤처기업,BT,제조업,정상운영,2020-12,4,0,-143
S0115,H055,지분편입(지분매수),학생창업,벤처기업,ET,정보통신업,정상운영,2018-06,6,1810,-134
S0116,H075,지분편입(지분매수),교수창업,신기술창업전문회사,BT,제조업,정상운영,2009-09,15,0,-52
S0117,H052,단독설립,학생창업,연구소기업,IT,전문과학및기술서비스업,정상운영,2016-06,8,0,-60
S0118,H047,단독설립,전문경영인(창업자),연구소기업,CT,전문과학및기술서비스업,정상운영,2020-02,4,0,-52
S0119,H029,단독설립,교수창업,이노비즈기업,IT,전문과학및기술서비스업,정상운영,2017-03,7,2109,-147
S0120,H018,지분편입(지분매수),전문경영인(파트너기업겸직파견등),연구소기업,IT,제조업,정상운영,2010-07,14,0,-131
S0121,H066,단독설립,교수창업,벤처기업,ET,전문과학및기술서비스업,정상운영,2019-09,5,194,17
S0122,H064,단독설립,기타,해당없음,BT,제조업,정상운영,2016-07,8,0,-22
S0123,H012,지분편입(지분매수),교수창업,해당없음,해당없음,정보통신업,정상운영,2023-11,1,1149,15
S0124,H007,지분편입(지분매수),무응답,벤처기업,BT,제조업,정상운영,2020-02,4,2144,148
S0125,H015,단독설립,교수창업,연구소기업,IT,제조업,정상운영,2019-03,5,0,-48
S0126,H020,합작설립,교수창업,해당없음,IT,전문과학및기술서비스업,정상운영,2022-01,2,0,-12
S0127,H081,지분편입(지분매수),전문경영인(파트너기업겸직파견등),벤처기업,해당없음,전문과학및기술서비스업,정상운영,2020-06,4,2108,81
S0128,H021,합작설립,기타,벤처기업,NT,정보통신업,정상운영,2023-12,1,1329,-20
S0129,H055,합작설립,교수창업,벤처기업,해당없음,전문과학및기술서비스업,정상운영,2023-10,1,0,-32
S0130,H077,지분편입(유상증자),전문경영인(창업자),벤처기업,BT,제조업,정상운영,2016-05,8,0,-118
S0131,H009,합작설립,교수창업,연구소기업,해당없음,정보통신업,정상운영,2023-04,1,1387,128
S0132,H050,지분편입(지분매수),교수창업,벤처기업,IT,정보통신업,정상운영,2021-09,3,85,-71
S0133,H049,지분편입(지분매수),기타,연구소기업,BT,전문과학및기술서비스업,정상운영,2010-10,14,0,-5
S0134,H077,지분편입(유상증자),교수창업,이노비즈기업,BT,제조업,정상운영,2023-12,1,0,-141
S0135,H060,단독설립,전문경영인(파트너기업겸직파견등),벤처기업,BT,제조업,정상운영,2017-08,7,0,-17
S0136,H068,단독설립,무응답,해당없음,해당없음,전문과학및기술서비스업,정상운영,2013-07,11,0,-130
S0137,H033,합작설립,무응답,벤처기업,CT,정보통신업,정상운영,2022-01,2,1485,69
S0138,H071,지분편입(지분매수),교수창업,해당없음,BT,정보통신업,정상운영,2017-08,7,0,-140
S0139,H002,지분편입(지분매수),전문경영인(파트너기업겸직파견등),연구소기업,해당없음,전문과학및기술서비스업,정상운영,2018-05,6,860,-61
S0140,H015,단독설립,전문경영인(창업자),해당없음,IT,정보통신업,정상운영,2012-01,12,0,-36
S0141,H069,단독설립,교수창업,해당없음,IT,정보통신업,정상운영,2016-02,8,0,-78
S0142,H035,단독설립,교수창업,연구소기업,ET,제조업,정상운영,2023-08,1,0,-115
S0143,H083,단독설립,교수창업,연구소기업,BT,정보통신업,정상운영,2022-08,2,0,-92
S0144,H044,단독설립,학생창업,벤처기업,IT,제조업,정상운영,2020-06,4,0,-100
S0145,H015,단독설립,학생창업,해당없음,해당없음,제조업,정상운영,2018-01,6,0,-57
S0146,H038,단독설립,학생창업,연구소기업,ET,정보통신업,정상운영,2019-10,5,0,-101
S0147,H056,합작설립,전문경영인(창업자),해당없음,CT,전문과학및기술서비스업,투자회수(전액),2008-11,16,0,0
S0148,H021,지분편입(유상증자),교수창업,벤처기업,IT,정보통신업,정상운영,2017-06,7,1970,10
S0149,H059,단독설립,학생창업,이노비즈기업,IT,전문과학및기술서비스업,정상운영,2009-05,15,0,-43
S0150,H001,지분편입(지분매수),기타,해당없음,IT,정보통신업,정상운영,2023-07,1,1517,120
S0151,H034,단독설립,학생창업,벤처기업,BT,제조업,정상운영,2020-06,4,1868,-58
S0152,H065,지분편입(지분매수),교수창업,해당없음,BT,제조업,정상운영,2016-11,8,0,-58
S0153,H023,지분편입(지분매수),기타,해당없음,IT,정보통신업,정상운영,2023-05,1,0,-78
S0154,H065,단독설립,전문경영인(창업자),벤처기업,IT,정보통신업,정상운영,2020-01,4,1926,-147
S0155,H014,단독설립,전문경영인(창업자),해당없음,IT,정보통신업,정상운영,2023-09,1,0,-17
S0156,H081,합작설립,전문경영인(창업자),해당없음,IT,정보통신업,정상운영,2009-05,15,0,-128
S0157,H039,단독설립,교수창업,해당없음,해당없음,제조업,정상운영,2016-03,8,0,-140
S0158,H082,합작설립,교수창업,벤처기업,IT,전문과학및기술서비스업,정상운영,2017-05,7,0,-85
S0159,H065,지분편입(유상증자),교수창업,연구소기업,IT,제조업,정상운영,2018-06,6,1187,143
S0160,H078,지분편입(유상증자),학생창업,연구소기업,BT,제조업,정상운영,2017-07,7,0,-122
S0161,H026,단독설립,전문경영인(파트너기업겸직파견등),해당없음,IT,전문과학및기술서비스업,정상운영,2020-01,4,1594,23
S0162,H020,단독설립,교수창업,연구소기업,BT,전문과학및기술서비스업,정상운영,2016-08,8,0,-71
S0163,H048,단독설립,교수창업,신기술창업전문회사,BT,도매및소매업,정상운영,2023-06,1,0,-67
S0164,H021,단독설립,교수창업,연구소기업,BT,제조업,정상운영,2020-05,4,0,-128
S0165,H070,단독설립,전문경영인(창업자),연구소기업,IT,전문과학및기술서비스업,정상운영,2023-11,1,0,-100
S0166,H068,단독설립,기타,연구소기업,BT,전문과학및기술서비스업,정상운영,2010-01,14,0,-128
S0167,H001,지분편입(지분매수),교수창업,연구소기업,IT,정보통신업,정상운영,2018-10,6,0,-122
S0168,H077,지분편입(지분매수),학생창업,해당없음,IT,전문과학및기술서비스업,정상운영,2020-02,4,1151,137
S0169,H042,단독설립,전문경영인(파트너기업겸직파견등),연구소기업,BT,제조업,정상운영,2023-06,1,308,-66
S0170,H063,합작설립,학생창업,벤처기업,IT,정보통신업,정상운영,2020-12,4,1566,73
S0171,H003,단독설립,교수창업,연구소기업,ET,도매및소매업,정상운영,2020-01,4,0,-108
S0172,H015,지분편입(지분매수),전문경영인(창업자),해당없음,IT,제조업,정상운영,2021-09,3,508,89
S0173,H047,단독설립,교수창업,해당없음,BT,제조업,정상운영,2021-12,3,0,-111
S0174,H040,합작설립,전문경영인(파트너기업겸직파견등),연구소기업,해당없음,제조업,정상운영,2019-07,5,0,-46
S0175,H031,지분편입(지분매수),학생창업,연구소기업,IT,정보통신업,정상운영,2022-04,2,0,-51
S0176,H008,지분편입(유상증자),학생창업,벤처기업,IT,전문과학및기술서비스업,정상운영,2013-03,11,88,92
S0177,H031,합작설립,전문경영인(창업자),연구소기업,ET,정보통신업,정상운영,2021-02,3,0,-36
S0178,H073,단독설립,교수창업,연구소기업,BT,정보통신업,정상운영,2018-09,6,415,-116
S0179,H011,단독설립,학생창업,해당없음,BT,제조업,폐업(청산),2022-02,2,0,0
S0180,H011,단독설립,교수창업,연구소기업,BT,정보통신업,정상운영,2022-03,2,0,-143
S0181,H063,단독설립,교수창업,기타,IT,제조업,정상운영,2008-12,16,296,-77
S0182,H009,단독설립,기타,벤처기업,BT,정보통신업,정상운영,2022-03,2,0,-144
S0183,H069,지분편입(지분매수),교수창업,연구소기업,ET,제조업,정상운영,2021-11,3,0,-95
S0184,H017,단독설립,학생창업,연구소기업,IT,제조업,정상운영,2019-08,5,1197,145
S0185,H017,지분편입(지분매수),학생창업,벤처기업,IT,전문과학및기술서비스업,폐업(청산),2017-07,7,0,0
S0186,H061,지분편입(유상증자),교수창업,해당없음,BT,도매및소매업,정상운영,2018-05,6,0,-108
S0187,H071,지분편입(유상증자),교수창업,연구소기업,IT,제조업,투자회수(전액),2019-06,5,0,0
S0188,H022,단독설립,교수창업,해당없음,해당없음,제조업,정상운영,2020-08,4,0,-58
S0189,H034,단독설립,무응답,해당없음,IT,제조업,정상운영,2019-12,5,0,-97
S0190,H068,단독설립,교수창업,연구소기업,IT,정보통신업,정상운영,2023-10,1,0,-68
S0191,H078,단독설립,교수창업,벤처기업,BT,제조업,정상운영,2023-04,1,0,-16
S0192,H055,합작설립,학생창업,벤처기업,해당없음,정보통신업,정상운영,2021-12,3,0,-124
S0193,H028,지분편입(지분매수),교수창업,벤처기업,BT,전문과학및기술서비스업,정상운영,2020-09,4,1073,-148
S0194,H070,지분편입(지분매수),전문경영인(창업자),벤처기업,IT,제조업,정상운영,2023-10,1,0,-96
S0195,H026,합작설립,교수창업,벤처기업,해당없음,제조업,정상운영,2019-08,5,1491,6
S0196,H040,단독설립,전문경영인(파트너기업겸직파견등),연구소기업,BT,정보통신업,정상운영,2020-01,4,0,-21
S0197,H052,단독설립,학생창업,벤처기업,IT,정보통신업,정상운영,2010-02,14,2166,-147
S0198,H084,단독설립,학생창업,해당없음,IT,제조업,정상운영,2023-06,1,0,-23
S0199,H048,지분편입(지분매수),교수창업,벤처기업,IT,제조업,정상운영,2020-06,4,1084,-21
S0200,H057,지분편입(지분매수),기타,해당없음,BT,도매및소매업,정상운영,2017-01,7,0,-87
S0201,H067,합작설립,교수창업,해당없음,IT,전문과학및기술서비스업,정상운영,2018-03,6,0,-28
S0202,H058,단독설립,학생창업,연구소기업,BT,전문과학및기술서비스업,정상운영,2018-10,6,0,-28
S0203,H016,합작설립,전문경영인(창업자),벤처기업,BT,전문과학및기술서비스업,정상운영,2020-12,4,1711,-17
S0204,H032,합작설립,기타,연구소기업,BT,제조업,정상운영,2008-11,16,1196,-84
S0205,H029,지분편입(지분매수),교수창업,연구소기업,IT,전문과학및기술서비스업,정상운영,2020-02,4,1039,-9
S0206,H009,지분편입(지분매수),기타,연구소기업,ET,정보통신업,정상운영,2022-07,2,0,-35
S0207,H044,지분편입(유상증자),학생창업,해당없음,해당없음,제조업,정상운영,2020-09,4,780,121
S0208,H003,지분편입(지분매수),교수창업,해당없음,IT,제조업,정상운영,2022-12,2,0,-32
S0209,H076,단독설립,학생창업,해당없음,ET,정보통신업,정상운영,2015-02,9,1349,-68
S0210,H071,지분편입(지분매수),기타,해당없음,IT,제조업,정상운영,2020-06,4,935,-139
S0211,H030,단독설립,학생창업,연구소기업,IT,정보통신업,정상운영,2022-11,2,0,-28
S0212,H076,단독설립,학생창업,연구소기업,NT,제조업,폐업(청산),2022-12,2,0,0
S0213,H029,지분편입(지분매수),교수창업,해당없음,IT,전문과학및기술서비스업,투자회수(전액),2019-05,5,0,0
S0214,H001,지분편입(지분매수),전문경영인(파트너기업겸직파견등),해당없음,BT,정보통신업,정상운영,2020-07,4,0,-129
S0215,H010,단독설립,무응답,해당없음,BT,정보통신업,정상운영,2015-07,9,0,-134
S0216,H081,지분편입(지분매수),교수창업,연구소기업,ET,제조업,정상운영,2016-01,8,1170,-117
S0217,H008,합작설립,전문경영인(창업자),해당없음,IT,도매및소매업,정상운영,2014-03,10,1845,-120
S0218,H030,합작설립,전문경영인(창업자),이노비즈기업,BT,정보통신업,정상운영,2023-12,1,0,-65
S0219,H009,지분편입(지분매수),학생창업,연구소기업,NT,도매및소매업,정상운영,2019-05,5,745,151
S0220,H005,합작설립,전문경영인(창업자),기타,해당없음,전문과학및기술서비스업,정상운영,2021-12,3,0,-65
S0221,H043,단독설립,학생창업,해당없음,해당없음,도매및소매업,정상운영,2022-11,2,1986,-11
S0222,H010,지분편입(지분매수),교수창업,해당없음,IT,제조업,정상운영,2018-12,6,1218,-48
S0223,H066,단독설립,무응답,연구소기업,ET,제조업,정상운영,2019-02,5,0,-47
S0224,H031,지분편입(지분매수),전문경영인(파트너기업겸직파견등),연구소기업,해당없음,제조업,정상운영,2021-07,3,29,-82
S0225,H036,단독설립,교수창업,벤처기업,IT,제조업,정상운영,2022-02,2,0,-86
S0226,H063,단독설립,교수창업,벤처기업,ET,제조업,정상운영,2017-04,7,1997,-36
S0227,H028,단독설립,기타,벤처기업,IT,제조업,정상운영,2021-10,3,791,-80
S0228,H070,지분편입(유상증자),무응답,해당없음,CT,제조업,정상운영,2023-05,1,0,-44
S0229,H017,지분편입(지분매수),전문경영인(창업자),해당없음,해당없음,제조업,정상운영,2022-05,2,0,-3
S0230,H074,합작설립,전문경영인(창업자),벤처기업,IT,제조업,정상운영,2013-10,11,0,-69
S0231,H074,합작설립,전문경영인(파트너기업겸직파견등),해당없음,BT,제조업,정상운영,2021-09,3,247,156
S0232,H061,합작설립,학생창업,연구소기업,BT,교육서비스업,정상운영,2022-09,2,0,-130
S0233,H032,지분편입(지분매수),기타,연구소기업,BT,제조업,정상운영,2021-04,3,1140,-10
S0234,H061,단독설립,교수창업,연구소기업,BT,전문과학및기술서비스업,정상운영,2017-12,7,2263,119
S0235,H053,단독설립,교수창업,연구소기업,BT,기타,정상운영,2021-01,3,0,-90
S0236,H025,지분편입(지분매수),교수창업,벤처기업,IT,정보통신업,투자회수(전액),2019-06,5,0,0
S0237,H013,단독설립,교수창업,벤처기업,BT,정보통신업,정상운영,2021-10,3,0,-139
S0238,H013,단독설립,교수창업,연구소기업,IT,제조업,정상운영,2023-08,1,0,-39
S0239,H056,합작설립,교수창업,연구소기업,BT,제조업,정상운영,2019-04,5,0,-47
S0240,H046,합작설립,학생창업,해당없음,해당없음,정보통신업,정상운영,2018-07,6,0,-7
S0241,H055,합작설립,학생창업,벤처기업,ET,기타,정상운영,2017-05,7,1529,-92
S0242,H053,단독설립,학생창업,해당없음,IT,제조업,정상운영,2023-12,1,1269,106
S0243,H060,단독설립,기타,벤처기업,IT,전문과학및기술서비스업,휴업,2020-12,4,0,0
S0244,H007,단독설립,전문경영인(창업자),해당없음,해당없음,전문과학및기술서비스업,정상운영,2023-03,1,714,9
S0245,H084,지분편입(지분매수),교수창업,연구소기업,해당없음,전문과학및기술서비스업,정상운영,2020-05,4,0,-8
S0246,H083,합작설립,학생창업,벤처기업,ET,정보통신업,정상운영,2018-09,6,0,-78
S0247,H013,단독설립,전문경영인(창업자),연구소기업,IT,도매및소매업,정상운영,2022-11,2,1784,73
S0248,H008,단독설립,기타,연구소기업,IT,제조업,정상운영,2021-01,3,640,-10
S0249,H052,단독설립,전문경영인(창업자),해당없음,NT,제조업,투자회수(전액),2022-10,2,0,0
S0250,H044,단독설립,기타,연구소기업,IT,정보통신업,정상운영,2018-07,6,1453,-57
S0251,H014,지분편입(지분매수),무응답,해당없음,IT,제조업,정상운영,2021-03,3,0,-63
S0252,H032,지분편입(지분매수),학생창업,연구소기업,IT,제조업,정상운영,2012-11,12,0,-78
S0253,H025,단독설립,학생창업,연구소기업,IT,전문과학및기술서비스업,정상운영,2017-05,7,0,-105
S0254,H025,단독설립,교수창업,해당없음,BT,정보통신업,정상운영,2017-05,7,816,-2
S0255,H069,지분편입(지분매수),전문경영인(파트너기업겸직파견등),해당없음,BT,정보통신업,폐업(청산),2023-01,1,0,0
S0256,H058,단독설립,교수창업,해당없음,IT,전문과학및기술서비스업,정상운영,2014-07,10,0,-142
S0257,H018,지분편입(지분매수),전문경영인(창업자),해당없음,BT,정보통신업,폐업(청산),2019-04,5,0,0
S0258,H055,지분편입(지분매수),학생창업,연구소기업,BT,정보통신업,정상운영,2020-01,4,1825,83
S0259,H024,합작설립,전문경영인(창업자),연구소기업,BT,정보통신업,정상운영,2008-07,16,0,-115
S0260,H036,지분편입(유상증자),교수창업,해당없음,NT,전문과학및기술서비스업,정상운영,2010-11,14,0,-98
